S60.8	phlyctènes palmaires par frottement
S26.8	lacération du coeur avec pénétration des cavités du coeur
S26.81	lésion traumatique non précisée du coeur avec plaie ouverte de la cavité thoracique
S26.81	contusion du coeur avec plaie ouverte de la cavité thoracique
S26.81	lacération du coeur avec plaie ouverte de la cavité thoracique, sans pénétration des cavités du coeur
S26.81	lacération du coeur avec plaie ouverte de la cavité thoracique et pénétration des cavités du coeur
S27.3	lésion traumatique non précisée du poumon
S27.30	lésion traumatique du poumon sans plaie ouverte de la cavité thoracique
S27.30	contusion du poumon sans plaie ouverte de la cavité thoracique
S27.30	lacération du poumon sans plaie ouverte de la cavité thoracique
S27.31	lésion traumatique non précisée du poumon avec plaie ouverte de la cavité thoracique
S27.31	contusion du poumon avec plaie ouverte de la cavité thoracique
S27.31	lacération du poumon avec plaie ouverte de la cavité thoracique
S27.6	lésion traumatique de la plèvre
S27.40	lésion traumatique des bronches sans plaie ouverte de la cavité thoracique
S27.41	lésion traumatique des bronches avec plaie ouverte de la cavité thoracique
S27.80	lésion traumatique du diaphragme sans plaie ouverte de la cavité thoracique
S27.81	lésion traumatique du diaphragme avec plaie ouverte de la cavité thoracique
S27.80	lésion traumatique de l'oesophage sans plaie ouverte de la cavité thoracique
S27.81	lésion traumatique de l'oesophage avec plaie ouverte de la cavité thoracique
S27.8	lésion traumatique du thymus
S27.70	lésions traumatiques multiples des organes intrathoraciques sans plaie ouverte de la cavité thoracique
S28.0	écrasement du thorax sans plaie ouverte de la cavité thoracique
S28.0	écrasement traumatique du thorax
S28.0	écrasement du thorax
S28.0	thorax écrasé
S28.0	écrasement du thorax avec plaie ouverte de la cavité thoracique
S27.71	lésions traumatiques multiples des organes intrathoraciques avec plaie ouverte dans la cavité thoracique
S36.9	lésion traumatique interne des organes intra-abdominaux
S36.9	lésion traumatique interne de l'abdomen
S36.70	lésion traumatique des organes intra-abdominaux sans plaie pénétrante de la cavité abdominale
S36.71	lésion traumatique interne des organes intra-abdominaux avec plaie pénétrante de la cavité abdominale
S36.7	lésions traumatiques multiples graves des organes intra-abdominaux
S36.70	lésions traumatiques multiples des organes intra-abdominaux sans plaie pénétrante de la cavité abdominale
S36.71	lésions traumatiques multiples graves des organes intra-abdominaux avec plaie pénétrante de la cavité abdominale
S38.1	écrasement grave des organes intra-abdominaux
S38.1	écrasement grave des organes intra-abdominaux sans plaie pénétrante de la cavité abdominale
S38.1	écrasement grave des organes intra-abdominaux avec plaie pénétrante de la cavité abdominale
S38.1	écrasement de l'abdomen
S38.1	écrasement abdominal
S38.1	abdomen écrasé
S36.9	lésion traumatique du tube digestif
S36.90	lésion traumatique du tube digestif sans plaie pénétrante de la cavité abdominale
S36.91	lésion traumatique du tube digestif avec plaie pénétrante de la cavité abdominale
S36.90	lésion traumatique de l'intestin sans plaie pénétrante de la cavité abdominale
S36.91	lésion traumatique de l'intestin avec plaie pénétrante de la cavité abdominale
S36.30	lésion traumatique de l'estomac sans plaie pénétrante de la cavité abdominale
S36.31	lésion traumatique de l'estomac avec plaie pénétrante de la cavité abdominale
S36.40	lésion traumatique de l'intestin grêle sans plaie pénétrante de la cavité abdominale
S36.40	lésion traumatique du duodénum sans plaie pénétrante de la cavité abdominale
S36.41	lésion traumatique de l'intestin grêle avec plaie pénétrante de la cavité abdominale
S36.41	lésion traumatique du duodénum avec plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique du côlon sans plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique de l'appendice sans plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique du côlon ascendant droit sans plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique du côlon transverse sans plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique du côlon descendant gauche sans plaie pénétrante de la cavité abdominale
S36.50	lésion traumatique du côlon sigmoïde sans plaie pénétrante de la cavité abdominale
S36.60	lésion traumatique du rectum sans plaie pénétrante de la cavité abdominale
S36.70	lésion traumatique de localisations multiples du côlon et du rectum sans plaie pénétrante de la cavité abdominale
S36.51	lésion traumatique du côlon avec plaie pénétrante de la cavité abdominale
S36.81	lésion traumatique de l'appendice avec plaie pénétrante de la cavité abdominale
S36.51	lésion traumatique du côlon ascendant droit avec plaie pénétrante de la cavité abdominale
S36.51	lésion traumatique du côlon transverse avec plaie pénétrante de la cavité abdominale
S36.51	lésion traumatique du côlon descendant gauche avec plaie pénétrante de la cavité abdominale
S36.51	lésion traumatique du côlon sigmoïde avec plaie pénétrante de la cavité abdominale
S36.61	lésion traumatique du rectum avec plaie pénétrante de la cavité abdominale
S36.71	lésion traumatique de localisations multiples du côlon et du rectum avec plaie pénétrante de la cavité abdominale
S36.2	lésion traumatique du pancréas
S36.20	lésion traumatique de la tête du pancréas sans plaie pénétrante de la cavité abdominale
S36.20	lésion traumatique du corps du pancréas sans plaie pénétrante de la cavité abdominale
S36.20	lésion traumatique de la queue du pancréas sans plaie pénétrante de la cavité abdominale
S36.20	lésion traumatique de localisations multiples du pancréas sans plaie pénétrante de la cavité abdominale
S36.21	lésion traumatique de la tête du pancréas avec plaie pénétrante de la cavité abdominale
S36.21	lésion traumatique du corps du pancréas avec plaie pénétrante de la cavité abdominale
S36.21	lésion traumatique de la queue du pancréas avec plaie pénétrante de la cavité abdominale
S36.21	lésion traumatique de localisations multiples du pancréas avec plaie pénétrante de la cavité abdominale
S36.1	lésion traumatique du foie
S36.1	lésion traumatique hépatique
S36.1	traumatisme hépatique
S36.1	lacération du foie
S36.1	rupture traumatique du foie
S36.1	rupture traumatique hépatique
S36.1	lacération hépatique
S36.1	hémorragie traumatique du foie
S36.1	hémorragie hépatique traumatique
S36.10	lésion traumatique non précisée du foie sans plaie pénétrante de la cavité abdominale
S36.10	hématome et contusion du foie sans plaie pénétrante de la cavité abdominale
S36.10	lacération mineure du foie sans plaie pénétrante de la cavité abdominale
S36.10	lacération modérée du foie sans plaie pénétrante de la cavité abdominale
S36.10	lacération majeure du foie sans plaie pénétrante de la cavité abdominale
S36.10	lacération stellaire du foie sans plaie pénétrante de la cavité abdominale
S36.11	lésion traumatique non précisée du foie avec plaie pénétrante de la cavité abdominale
S36.11	hématome et contusion du foie avec plaie pénétrante de la cavité abdominale
S36.11	lacération mineure du foie avec plaie pénétrante de la cavité abdominale
S36.11	lacération modérée du foie avec plaie pénétrante de la cavité abdominale
S36.11	lacération majeure du foie avec plaie pénétrante de la cavité abdominale
S36.11	lacération stellaire du foie avec plaie pénétrante de la cavité abdominale
S36.0	lésion traumatique de la rate
S36.0	rupture traumatique de la rate
S36.0	rupture splénique traumatique
S36.00	lésion traumatique de la rate sans plaie pénétrante de la cavité abdominale
S36.00	hématome de la rate sans rupture de la capsule splénique ni plaie pénétrante de la cavité abdominale
S36.00	déchirure de la capsule splénique sans rupture étendue du parenchyme splénique ni plaie pénétrante de la cavité abdominale
S36.00	lacération s'étendant sur le parenchyme splénique sans plaie pénétrante de la cavité abdominale
S36.00	rupture totale du parenchyme splénique sans plaie pénétrante de la cavité abdominale
S36.01	lésion traumatique de la rate avec plaie pénétrante de la cavité abdominale
S36.01	hématome de la rate sans rupture de la capsule splénique, avec plaie pénétrante de la cavité abdominale
S36.01	déchirure de la capsule splénique sans rupture étendue du parenchyme splénique, avec plaie pénétrante de la cavité abdominale
S36.01	lacération s'étendant sur le parenchyme splénique avec plaie pénétrante de la cavité abdominale
S36.01	rupture totale du parenchyme splénique avec plaie pénétrante de la cavité abdominale
S37.0	lésion traumatique du rein
S37.0	lésion traumatique rénale
S37.0	contusion du rein
S37.00	lésion traumatique du rein sans plaie pénétrante de la cavité abdominale
S37.00	hématome du rein sans rupture de la capsule rénale ni plaie pénétrante de la cavité abdominale
S37.00	lacération du rein sans plaie pénétrante de la cavité abdominale
S37.00	rupture complète du parenchyme rénal sans plaie pénétrante de la cavité abdominale
S37.0	rupture du rein
S37.01	lésion traumatique du rein avec plaie pénétrante de la cavité abdominale
S37.01	hématome du rein sans rupture de la capsule rénale, avec plaie pénétrante de la cavité abdominale
S37.01	lacération du rein avec plaie pénétrante de la cavité abdominale
S37.01	rupture complète du parenchyme rénal avec plaie pénétrante de la cavité abdominale
S37.80	lésion traumatique de la glande surrénale sans plaie pénétrante de la cavité abdominale
S37.81	lésion traumatique de la glande surrénale avec plaie pénétrante de la cavité abdominale
S36.10	lésion traumatique d'un canal biliaire sans plaie pénétrante de la cavité abdominale
S36.10	lésion traumatique de la vésicule biliaire sans plaie pénétrante de la cavité abdominale
S36.11	lésion traumatique d'un canal biliaire avec plaie pénétrante de la cavité abdominale
S36.11	lésion traumatique de la vésicule biliaire avec plaie pénétrante de la cavité abdominale
S36.80	lésion traumatique du péritoine sans plaie pénétrante de la cavité abdominale
S36.81	lésion traumatique du péritoine avec plaie pénétrante de la cavité abdominale
S36.80	lésion traumatique du rétropéritoine sans plaie pénétrante de la cavité abdominale
S36.81	lésion traumatique du rétropéritoine avec plaie pénétrante de la cavité abdominale
S36.80	lésion traumatique de multiples organes intra-abdominaux sans plaie pénétrante de la cavité abdominale
S36.81	lésion traumatique de multiples organes intra-abdominaux avec plaie pénétrante de la cavité abdominale
S37.8	lésion traumatique interne des organes pelviens
S37.90	lésion traumatique d'un organe pelvien non précisé sans plaie pénétrante de la cavité pelvienne
S37.91	lésion traumatique d'un organe pelvien non précisé avec plaie pénétrante de la cavité pelvienne
S37.70	lésion traumatique de la vessie et de l'urètre sans plaie pénétrante de la cavité pelvienne
S37.2	lésion traumatique de la vessie
S37.3	lésion traumatique de l'urètre
S37.3	lésion traumatique urétrale
S37.71	lésion traumatique de la vessie et de l'urètre avec plaie pénétrante de la cavité pelvienne
S37.10	lésion traumatique de l'uretère sans plaie pénétrante de la cavité pelvienne
S37.1	lésion traumatique de l'uretère
S37.1	traumatisme urétéral
S37.1	lésion traumatique urétérale
S37.11	lésion traumatique de l'uretère avec plaie pénétrante de la cavité pelvienne
S37.60	lésion traumatique de l'utérus sans plaie pénétrante de la cavité pelvienne
S37.61	lésion traumatique de l'utérus avec plaie pénétrante de la cavité pelvienne
S37.50	lésion traumatique de la trompe de Fallope sans plaie pénétrante de la cavité pelvienne
S37.51	lésion traumatique de la trompe de Fallope avec plaie pénétrante de la cavité pelvienne
S37.40	lésion traumatique de l'ovaire sans plaie pénétrante de la cavité pelvienne
S37.41	lésion traumatique de l'ovaire avec plaie pénétrante de la cavité pelvienne
S37.80	lésion traumatique de la prostate sans plaie pénétrante de la cavité pelvienne
S37.81	lésion traumatique de la prostate avec plaie pénétrante de la cavité pelvienne
S37.80	lésion traumatique de la vésicule séminale sans plaie pénétrante de la cavité pelvienne
S37.81	lésion traumatique de la vésicule séminale avec plaie pénétrante de la cavité pelvienne
S37.80	lésion traumatique du canal déférent sans plaie pénétrante de la cavité pelvienne
S37.81	lésion traumatique du canal déférent avec plaie pénétrante de la cavité pelvienne
S01.9	plaie ouverte de la tête
S01.9	plaie ouverte de la tête sans complication
S01.9	plaie ouverte de la tête avec complication
S05.6	plaie ouverte du globe oculaire
S05.3	lacération oculaire sans protrusion du tissu intra-oculaire
S05.2	lacération oculaire avec protrusion ou exposition du tissu intra-oculaire
S05.2	rupture oculaire avec perte partielle du tissu intra-oculaire
S05.7	arrachement de l'oeil
S05.7	énucléation traumatique de l'oeil
S05.3	lacération non précisée de l'oeil
S05.6	pénétration oculaire
S05.6	pénétration de l'oeil
S05.6	plaie pénétrante du globe oculaire
S05.5	pénétration du globe oculaire avec corps étranger magnétique
S05.5	pénétration du globe oculaire avec corps étranger non magnétique
S05.8	plaie ouverte des annexes de l'oeil
S01.1	lacération de la paupière et de la région périoculaire
S01.1	lacération profonde de la paupière sans atteinte des voies lacrymales
S01.1	lacération de la paupière avec atteinte des voies lacrymales
S05.4	plaie pénétrante de l'orbite sans corps étranger
S05.4	plaie pénétrante de l'orbite avec corps étranger
S05.8	plaie précisée des annexes oculaires
S01.1	plaie périorbitaire simple
S01.1	plaie périorbitaire simple contaminée
S01.1	plaie périorbitaire compliquée
S01.1	plaie périorbitaire compliquée contaminée
S01.1	arrachement périorbitaire
S01.4	plaie simple de la joue
S01.4	plaie simple contaminée de la joue
S01.4	plaie compliquée de la joue
S01.4	plaie compliquée contaminée de la joue
S08.8	arrachement de la joue
S01.8	plaie simple de la région malaire de la face
S01.8	plaie simple de la région zygomatique de la face
S01.8	plaie simple contaminée de la région malaire de la face
S01.8	plaie simple contaminée de la région zygomatique de la face
S01.8	plaie compliquée de la région malaire de la face
S01.8	plaie compliquée de la région zygomatique de la face
S01.8	plaie compliquée contaminée de la région malaire de la face
S01.8	plaie compliquée contaminée de la région zygomatique de la face
S08.8	arrachement de la région malaire de la face
S08.8	arrachement de la région zygomatique de la face
S01.8	plaie simple de la région préauriculaire de la face
S01.8	plaie simple contaminée de la région préauriculaire de la face
S01.8	plaie compliquée de la région préauriculaire de la face
S01.8	plaie compliquée contaminée de la région préauriculaire de la face
S08.8	arrachement de la région préauriculaire de la face
S01.8	plaie simple de la région péribuccale de la face
S01.8	plaie simple de la région périorale de la face
S01.8	plaie simple contaminée de la région péribuccale de la face
S01.8	plaie simple contaminée de la région périorale de la face
S01.8	plaie commpliquée de la région péribuccale de la face
S01.8	plaie compliquée de la région périorale de la face
S01.8	plaie compliquée contaminée de la région péribuccale de la face
S01.8	plaie compliquée contaminée de la région périorale de la face
S08.8	arrachement de la région péribuccale de la face
S08.8	arrachement de la région périorale de la face
S01.8	plaie simple du front
S01.8	plaie simple contaminée du front
S01.8	plaie compliquée du front
S01.8	plaie compliquée contaminée du front
S08.8	arrachement du front
S01.3	plaie ouverte de l'oreille
S01.3	plaie ouverte de l'oreille sans complication
S01.3	plaie ouverte de l'oreille externe sans complication
S01.3	plaie ouverte du pavillon de l'oreille sans complication
S01.3	plaie ouverte du conduit auditif externe sans complication
S01.3	plaie simple du pavillon de l'oreille
S01.3	plaie simple contaminée du pavillon de l'oreille
S01.3	plaie compliquée du pavillon de l'oreille
S01.3	plaie compliquée contaminée du pavillon de l'oreille
S08.1	arrachement du pavillon de l'oreille
S01.3	plaie ouverte de l'oreille avec complication
S01.3	plaie ouverte de l'oreille externe avec complication
S01.3	plaie ouverte du pavillon de l'oreille avec complication
S01.3	plaie ouverte du conduit auditif externe avec complication
S01.3	plaie ouverte du tympan sans complication
S01.3	plaie ouverte de la membrane du tympan sans complication
S01.3	plaie ouverte des osselets de l'oreille sans complication
S01.3	plaie ouverte de la trompe d'Eustache sans complication
S01.3	plaie ouverte de la cochlée sans complication
S01.3	plaies ouvertes multiples de l'oreille sans complication
S01.3	plaie ouverte du tympan avec complication
S01.3	plaie ouverte de la membrane du tympan avec complication
S01.3	plaie ouverte des osselets de l'oreille avec complication
S01.3	plaie ouverte de la trompe d'Eustache avec complication
S01.3	plaie ouverte de la cochlée avec complication
S01.3	plaies ouvertes multiples de l'oreille avec complication
S01.0	plaie ouverte du cuir chevelu sans complication
S01.0	plaie ouverte du cuir chevelu avec complication
S01.0	plaie simple du cuir chevelu
S01.0	plaie simple contaminée du cuir chevelu
S01.0	plaie compliquée du cuir chevelu
S01.0	plaie compliquée contaminée du cuir chevelu
S08.0	arrachement du cuir chevelu
S01.2	plaie ouverte du nez sans complication
S01.2	plaie simple du nez
S01.2	plaie ouverte de la cloison nasale sans complication
S01.2	plaie ouverte de la cavité nasale sans complication
S01.2	plaie ouverte des sinus du nez sans complication
S01.2	plaie simple contaminée du nez
S01.2	plaie compliquée du nez
S01.2	plaie compliquée contaminée du nez
S01.2	plaies ouvertes multiples du nez sans complication
S08.8	arrachement du nez
S01.2	plaie ouverte du nez avec complication
S01.2	plaie ouverte de la cloison nasale avec complication
S01.2	plaie ouverte de la cavité nasale avec complication
S01.2	plaie ouverte des sinus du nez avec complication
S01.2	plaies ouvertes multiples du nez avec complication
S01.8	plaie ouverte de la face sans complication
S01.4	plaie ouverte de la joue sans complication
S01.8	plaie ouverte du front sans complication
S01.1	plaie ouverte du sourcil sans complication
S01.1	plaie ouverte de l'arcade sourcilière sans complication
S01.5	plaie ouverte de la lèvre sans complication
S01.8	plaie ouverte de la mâchoire sans complication
S01.8	plaie simple du menton
S01.8	plaie simple contaminée du menton
S01.7	plaies ouvertes multiples de la face sans complication
S01.8	plaie compliquée du menton
S01.8	plaie compliquée contaminée du menton
S08.8	arrachement du menton
S01.8	plaie ouverte de la face avec complication
S01.4	plaie ouverte de la joue avec complication
S01.8	plaie ouverte du front avec complication
S01.1	plaie ouverte du sourcil avec complication
S01.1	plaie ouverte de l'arcade sourcilière avec complication
S01.5	plaie ouverte de la lèvre avec complication
S01.8	plaie ouverte de la mâchoire avec complication
S08.8	arrachement de la mandibule
S08.8	arrachement du maxillaire supérieur
S01.7	plaies ouvertes multiples de la face avec complication
S01.5	plaie ouverte de la bouche sans complication
S01.5	plaie ouverte de la muqueuse buccale sans complication
S01.5	plaie ouverte de la gencive sans complication
S01.5	plaie ouverte du bord alvéolaire sans complication
S02.5	dent cassée sans complication
S01.5	plaie ouverte de la langue sans complication
S01.5	plaie ouverte du plancher de la bouche sans complication
S01.5	plaie ouverte du palais sans complication
S01.5	plaies ouvertes multiples de la bouche sans complication
S01.5	plaie ouverte de la bouche avec complication
S01.5	plaie ouverte de la muqueuse buccale avec complication
S01.5	plaie ouverte de la gencive avec complication
S01.5	plaie ouverte du bord alvéolaire avec complication
S02.5	dent cassée avec complication
S01.5	plaie ouverte de la langue avec complication
S01.5	plaie ouverte du plancher de la bouche avec complication
S01.5	plaie ouverte du palais avec complication
S01.5	plaies ouvertes multiples de la bouche avec complication
S01.5	plaie simple de la langue
S01.5	plaie simple contaminée de la langue
S01.5	plaie compliquée de la langue
S01.5	plaie compliquée contaminée de la langue
S08.8	arrachement de la langue
S01.5	plaie simple du plancher de la bouche
S01.5	plaie simple contaminée du plancher de la bouche
S01.5	plaie compliquée du plancher de la bouche
S01.5	plaie compliquée contaminée du plancher de la bouche
S08.8	arrachement du plancher de la bouche
S01.5	plaie simple de la muqueuse labiale
S01.5	plaie simple contaminée de la muqueuse labiale
S01.5	plaie compliquée de la muqueuse labiale
S01.5	plaie compliquée contaminée de la muqueuse labiale
S08.8	arrachement de la muqueuse labiale
S01.5	plaie simple de la muqueuse buccale
S01.5	plaie simple contaminée de la muqueuse buccale
S01.5	plaie compliquée de la muqueuse buccale
S01.5	plaie compliquée contaminée de la muqueuse buccale
S08.8	arrachement de la muqueuse buccale
S01.5	plaie simple du vestibule mandibulaire
S01.5	plaie simple contaminée du vestibule mandibulaire
S01.5	plaie compliquée du vestibule mandibulaire
S01.5	plaie compliquée contaminée du vestibule mandibulaire
S08.8	arrachement du vestibule mandibulaire
S01.5	plaie simple du vestibule maxillaire
S01.5	plaie simple contaminée du vestibule maxillaire
S01.5	plaie compliquée du vestibule maxillaire
S01.5	plaie compliquée contaminée du vestibule maxillaire
S08.8	arrachement du vestibule maxillaire
S01.5	plaie simple de l'attache gingivo-mandibulaire
S01.5	plaie simple contaminée de l'attache gingivo-mandibulaire
S01.5	plaie compliquée de l'attache gingivo-mandibulaire
S01.5	plaie compliquée contaminée de l'attache gingivo-mandibulaire
S08.8	arrachement de l'attache gingivo-mandibulaire
S01.5	plaie simple de l'attache gingivo-maxillaire
S01.5	plaie simple contaminée de l'attache gingivo-maxillaire
S01.5	plaie compliquée de l'attache gingivo-maxillaire
S01.5	plaie compliquée contaminée de l'attache gingivo-maxillaire
S08.8	arrachement de l'attache gingivo-maxillaire
S01.5	plaie simple du palais dur
S01.5	plaie simple contaminée du palais dur
S01.5	plaie compliquée du palais dur
S01.5	plaie compliquée contaminée du palais dur
S08.8	arrachement du palais dur
S01.5	plaie simple du palais mou
S01.5	plaie simple contaminée du palais mou
S01.5	plaie compliquée du palais mou
S01.5	plaie compliquée contaminée du palais mou
S08.8	arrachement du palais mou
S01.5	plaie simple d'une amygdale
S01.5	plaie simple contaminée d'une amygdale
S01.5	plaie compliquée d'une amygdale
S01.5	plaie compliquée contaminée d'une amygdale
S08.8	arrachement d'une amygdale
S01.5	plaie simple de l'oropharynx
S01.5	plaie simple contaminée de l'oropharynx
S01.5	plaie compliquée de l'oropharynx
S01.5	plaie compliquée contaminée de l'oropharynx
S08.8	arrachement de l'oropharynx
S11.9	plaie ouverte du cou sans complication
S11.8	plaie ouverte de la gorge sans complication
S11.8	plaie ouverte de la région sus-claviculaire sans complication
S11.8	plaie ouverte de la nuque sans complication
S11.9	plaie simple du cou
S11.9	plaie simple contaminée du cou
S11.9	plaie compliquée du cou
S11.9	plaie compliquée contaminée du cou
S11.9	arrachement du cou
S11.9	plaie ouverte du cou avec complication
S11.8	plaie ouverte de la gorge avec complication
S11.8	plaie ouverte de la région sus-claviculaire avec complication
S11.8	plaie ouverte de la nuque avec complication
S11.0	plaie ouverte du larynx et de la trachée sans complication
S11.0	plaie ouverte du larynx sans complication
S11.0	plaie ouverte de la trachée sans complication
S11.0	plaie ouverte du larynx et de la trachée avec complication
S11.0	plaie ouverte du larynx avec complication
S11.0	plaie ouverte de la trachée avec complication
S11.1	plaie ouverte de la thyroïde sans complication
S11.1	plaie ouverte de la thyroïde avec complication
S11.2	plaie ouverte du pharynx sans complication
S11.2	plaie ouverte de l'oesophage cervical sans complication
S11.2	plaie ouverte du pharynx avec complication
S11.2	plaie ouverte de l'oesophage cervical avec complication
S31.0	plaie ouverte de la région pelvienne sans complication
S31.0	plaie ouverte du périnée sans complication
S31.0	plaie ouverte de la région pelvienne avec complication
S31.0	plaie ouverte du périnée avec complication
S21.9	plaie ouverte de la paroi thoracique sans complication
S21.9	plaie ouverte de la paroi thoracique avec complication
S31.0	plaie ouverte des lombes sans complication
S31.0	plaie ouverte de la région lombaire sans complication
S31.0	plaie ouverte des lombes avec complication
S31.0	plaie ouverte de la région lombaire avec complication
S31.0	plaie ouverte de la fesse sans complication
S31.0	plaie ouverte de la région sacro-iliaque sans complication
S31.0	plaie ouverte de la fesse avec complication
S31.0	plaie ouverte de la région sacro-iliaque avec complication
S31.5	plaie ouverte des organes génitaux externes
S31.5	plaie ouverte des organes génitaux externes sans complication
S31.5	plaie ouverte des organes génitaux externes avec complication
S31.2	plaie ouverte du pénis sans complication
S31.2	plaie ouverte du pénis avec complication
S31.3	plaie ouverte du scrotum sans complication
S31.3	plaie ouverte du testicule sans complication
S31.3	plaie ouverte du scrotum avec complication
S31.3	plaie ouverte du testicule avec complication
S31.4	plaie ouverte de la vulve sans complication
S31.4	plaie ouverte des grandes et petites lèvres vulvaires sans complication
S31.4	plaie ouverte de la vulve avec complication
S31.4	plaie ouverte des grandes et petites lèvres vulvaires avec complication
S31.4	plaie ouverte du vagin sans complication
S31.4	plaie ouverte du vagin avec complication
S21.0	plaie ouverte du sein sans complication
S21.0	plaie ouverte du sein avec complication
S31.1	plaie ouverte de la paroi abdominale sans complication
S31.1	plaie ouverte de la paroi abdominale avec complication
S31.1	plaie ouverte de la paroi abdominale antérieure sans complication
S31.1	plaie ouverte de la région épigastrique sans complication
S31.1	plaie ouverte de la région hypogastrique sans complication
S31.1	plaie ouverte de la région pubienne sans complication
S31.1	plaie ouverte de la région ombilicale sans complication
S31.1	plaie ouverte de la paroi abdominale antérieure avec complication
S31.1	plaie ouverte de la région épigastrique avec complication
S31.1	plaie ouverte de la région hypogastrique avec complication
S31.1	plaie ouverte de la région pubienne avec complication
S31.1	plaie ouverte de la région ombilicale avec complication
S31.1	plaie ouverte de la paroi abdominale latérale sans complication
S31.1	plaie ouverte du flanc sans complication
S31.1	plaie ouverte de l'aine sans complication
S31.1	plaie ouverte de la région iliaque sans complication
S31.1	plaie ouverte de la région inguinale sans complication
S31.1	plaie ouverte de l'hypochondre sans complication
S31.1	plaie ouverte de la paroi abdominale latérale avec complication
S31.1	plaie ouverte du flanc avec complication
S31.1	plaie ouverte de l'aine avec complication
S31.1	plaie ouverte de la région iliaque avec complication
S31.1	plaie ouverte de la région inguinale avec complication
S31.1	plaie ouverte de l'hypochondre avec complication
S41.8	plaie ouverte de la région de l'épaule sans complication
S41.8	plaie ouverte de la région scapulaire sans complication
S41.8	plaie ouverte de la région axillaire sans complication
S41.1	plaie ouverte du bras sans complication
S41.7	plaies ouvertes multiples de l'épaule et du bras sans complication
S41.8	plaie ouverte de la région de l'épaule avec complication
S41.8	plaie ouverte de la région scapulaire avec complication
S41.8	plaie ouverte de la région axillaire avec complication
S41.1	plaie ouverte du bras avec complication
S41.7	plaies ouvertes multiples de l'épaule et du bras avec complication
S41.8	plaie ouverte de la région de l'épaule avec atteinte des tendons
S41.8	plaie ouverte de la région scapulaire avec atteinte des tendons
S41.8	plaie ouverte de la région axillaire avec atteinte des tendons
S41.1	plaie ouverte du bras avec atteinte des tendons
S41.7	plaies ouvertes multiples de l'épaule et du bras avec atteinte des tendons
S51.9	plaie ouverte de l'avant-bras sans complication
S51.0	plaie ouverte du coude sans complication
S61.9	plaie ouverte du poignet sans complication
S51.9	plaie ouverte de l'avant-bras avec complication
S51.0	plaie ouverte du coude avec complication
S61.9	plaie ouverte du poignet avec complication
S51.9	plaie ouverte de l'avant-bras avec atteinte des tendons
S51.0	plaie ouverte du coude avec atteinte des tendons
S61.9	plaie ouverte du poignet avec atteinte des tendons
S61.9	plaie ouverte de la main à l'exclusion des doigts sans complication
S61.9	plaie ouverte de la main à l'exclusion des doigts avec complication
S61.9	plaie ouverte de la main à l'exclusion des doigts avec atteinte des tendons
S61.0	plaie ouverte du doigt sans complication
S61.0	plaie ouverte du doigt avec complication
S61.0	plaie ouverte du doigt avec atteinte des tendons
S61.0	plaie ouverte du pouce sans complication
S61.0	plaie ouverte du pouce avec complication
S61.0	plaie ouverte du pouce avec atteinte des tendons
S61.1	plaie ouverte de l'ongle du doigt sans complication
S61.1	plaie ouverte de l'ongle du doigt avec complication
S61.1	plaie ouverte de l'ongle du doigt avec atteinte des tendons
S61.1	plaie ouverte de l'ongle du pouce sans complication
S61.1	plaie ouverte de l'ongle du pouce avec complication
S61.1	plaie ouverte de l'ongle du pouce avec atteinte des tendons
S68.2	amputation traumatique du pouce et des doigts de l'une ou de l'autre main
S68.2	amputation traumatique du pouce et des doigts de l'une ou de l'autre main sans complication
S68.2	amputation traumatique du pouce et des doigts de l'une ou de l'autre main avec complication
S68.2	amputation traumatique du pouce et des doigts d'une main sans complication
S68.2	amputation traumatique du pouce et des doigts d'une main avec complication
S68.1	amputation traumatique d'un doigt sans complication
S68.1	amputation traumatique d'un doigt
S68.1	amputation traumatique d'un doigt avec complication
S68.9	amputation traumatique de la main
S48.9	amputation traumatique unilatérale du bras, niveau non précisé, sans complication
S48.9	amputation traumatique du bras
S48.9	amputation traumatique unilatérale du bras, niveau non précisé, avec complication
S58.0	amputation traumatique unilatérale au niveau du coude ou au-dessus du coude sans complication
S58.0	amputation traumatique unilatérale au niveau du coude ou au-dessus du coude avec complication
S58.1	amputation traumatique unilatérale au-dessous du coude sans complication
S58.1	amputation traumatique unilatérale au-dessous du coude avec complication
S71.7	plaie ouverte de la hanche et de la cuisse sans complication
S71.7	plaie ouverte de la hanche et de la cuisse avec complication
S71.7	plaie ouverte de la hanche et de la cuisse avec atteinte des tendons
S81.0	plaie ouverte du genou sans complication
S81.0	plaie ouverte du genou avec complication
S81.0	plaie ouverte du genou avec atteinte des tendons
S81.9	plaie ouverte de la jambe sans complication
S81.9	plaie ouverte de la jambe avec complication
S81.9	plaie ouverte de la jambe avec atteinte des tendons
S91.0	plaie ouverte de la cheville sans complication
S91.0	plaie ouverte de la cheville avec complication
S91.0	plaie ouverte de la cheville avec atteinte des tendons
S91.3	plaie ouverte du pied à l'exclusion des orteils sans complication
S91.3	plaie ouverte du pied à l'exclusion des orteils avec complication
S91.3	plaie ouverte du pied à l'exclusion des orteils avec atteinte des tendons
S91.1	plaie ouverte d'un orteil sans complication
