S58.922D	amputation traumatique partielle de l'avant-bras gauche, niveau non spécifié, contact subséquent
S91.249A	plaie punctiforme avec un corps étranger (pénétrant) d'orteil(s) non spécifié(s) avec un traumatisme unguéal, contact initial
S91.249D	plaie punctiforme avec un corps étranger (pénétrant) d'orteil(s) non spécifié(s) avec un traumatisme unguéal, contact subséquent
S91.249S	plaie punctiforme avec un corps étranger (pénétrant) d'orteil(s) non spécifié(s) avec un traumatisme unguéal, séquelle
S91.251A	morsure ouverte du gros orteil droit avec un traumatisme unguéal, contact initial
S91.251D	morsure ouverte du gros orteil droit avec un traumatisme unguéal, contact subséquent
S91.251S	morsure ouverte du gros orteil droit avec un traumatisme unguéal, séquelle
S91.252A	morsure ouverte du gros orteil gauche avec un traumatisme unguéal, contact initial
S91.252D	morsure ouverte du gros orteil gauche avec un traumatisme unguéal, contact subséquent
S91.252S	morsure ouverte du gros orteil gauche avec un traumatisme unguéal, séquelle
S91.253A	morsure ouverte d'un gros orteil non spécifié avec un traumatisme unguéal, contact initial
S91.253D	morsure ouverte d'un gros orteil non spécifié avec un traumatisme unguéal, contact subséquent
S91.253S	morsure ouverte d'un gros orteil non spécifié avec un traumatisme unguéal, séquelle
S91.254A	morsure ouverte de petit(s) orteil(s) droit(s) avec un traumatisme unguéal, contact initial
S91.254D	morsure ouverte de petit(s) orteil(s) droit(s) avec un traumatisme unguéal, contact subséquent
S91.254S	morsure ouverte de petit(s) orteil(s) droit(s) avec un traumatisme unguéal, séquelle
S91.255A	morsure ouverte de petit(s) orteil(s) gauche(s) avec un traumatisme unguéal, contact initial
S91.255D	morsure ouverte de petit(s) orteil(s) gauche(s) avec un traumatisme unguéal, contact subséquent
S91.255S	morsure ouverte de petit(s) orteil(s) gauche(s) avec un traumatisme unguéal, séquelle
S91.256A	morsure ouverte de petit(s) orteil(s) non spécifié(s) avec un traumatisme unguéal, contact initial
S91.256D	morsure ouverte de petit(s) orteil(s) non spécifié(s) avec un traumatisme unguéal, contact subséquent
S91.256S	morsure ouverte de petit(s) orteil(s) non spécifié(s) avec un traumatisme unguéal, séquelle
S91.259A	morsure ouverte d'orteil(s) non spécifié(s) avec un traumatisme unguéal, contact initial
S91.259D	morsure ouverte d'orteil(s) non spécifié(s) avec un traumatisme unguéal, contact subséquent
S91.259S	morsure ouverte d'orteil(s) non spécifié(s) avec un traumatisme unguéal, séquelle
S91.301A	plaie ouverte non spécifiée du pied droit, contact initial
S91.301D	plaie ouverte non spécifiée du pied droit, contact subséquent
S91.301S	plaie ouverte non spécifiée du pied droit, séquelle
S91.302A	plaie ouverte non spécifiée du pied gauche, contact initial
S91.302D	plaie ouverte non spécifiée du pied gauche, contact subséquent
S91.302S	plaie ouverte non spécifiée du pied gauche, séquelle
S91.309A	plaie ouverte non spécifiée d'un pied non spécifié, contact initial
S91.309D	plaie ouverte non spécifiée d'un pied non spécifié, contact subséquent
S91.309S	plaie ouverte non spécifiée d'un pied non spécifié, séquelle
S91.311A	lacération sans corps étranger du pied droit, contact initial
S91.311D	lacération sans corps étranger du pied droit, contact subséquent
S91.311S	lacération sans corps étranger du pied droit, séquelle
S91.312A	lacération sans corps étranger du pied gauche, contact initial
S91.312D	lacération sans corps étranger du pied gauche, contact subséquent
S91.312S	lacération sans corps étranger du pied gauche, séquelle
S91.319A	lacération sans corps étranger d'un pied non spécifié, contact initial
S91.319D	lacération sans corps étranger d'un pied non spécifié, contact subséquent
S91.319S	lacération sans corps étranger d'un pied non spécifié, séquelle
S91.321A	lacération avec un corps étranger du pied droit, contact initial
S91.321D	lacération avec un corps étranger du pied droit, contact subséquent
S91.321S	lacération avec un corps étranger du pied droit, séquelle
S91.322A	lacération avec un corps étranger du pied gauche, contact initial
S91.322D	lacération avec un corps étranger du pied gauche, contact subséquent
S91.322S	lacération avec un corps étranger du pied gauche, séquelle
S91.329A	lacération avec un corps étranger d'un pied non spécifié, contact initial
S91.329D	lacération avec un corps étranger d'un pied non spécifié, contact subséquent
S91.329S	lacération avec un corps étranger d'un pied non spécifié, séquelle
S91.331A	plaie punctiforme sans corps étranger (pénétrant) du pied droit, contact initial
S91.331D	plaie punctiforme sans corps étranger (pénétrant) du pied droit, contact subséquent
S91.331S	plaie punctiforme sans corps étranger (pénétrant) du pied droit, séquelle
S91.332A	plaie punctiforme sans corps étranger (pénétrant) du pied gauche, contact initial
S91.332D	plaie punctiforme sans corps étranger (pénétrant) du pied gauche, contact subséquent
S91.332S	plaie punctiforme sans corps étranger (pénétrant) du pied gauche, séquelle
S91.339A	plaie punctiforme sans corps étranger (pénétrant) d'un pied non spécifié, contact initial
S91.339D	plaie punctiforme sans corps étranger (pénétrant) d'un pied non spécifié, contact subséquent
S91.339S	plaie punctiforme sans corps étranger (pénétrant) d'un pied non spécifié, séquelle
S91.341A	plaie punctiforme avec un corps étranger (pénétrant) du pied droit, contact initial
S91.341D	plaie punctiforme avec un corps étranger (pénétrant) du pied droit, contact subséquent
S91.341S	plaie punctiforme avec un corps étranger (pénétrant) du pied droit, séquelle
S91.342A	plaie punctiforme avec un corps étranger (pénétrant) du pied gauche, contact initial
S91.342D	plaie punctiforme avec un corps étranger (pénétrant) du pied gauche, contact subséquent
S91.342S	plaie punctiforme avec un corps étranger (pénétrant) du pied gauche, séquelle
S91.349A	plaie punctiforme avec un corps étranger (pénétrant) d'un pied non spécifié, contact initial
S91.349D	plaie punctiforme avec un corps étranger (pénétrant) d'un pied non spécifié, contact subséquent
S91.349S	plaie punctiforme avec un corps étranger (pénétrant) d'un pied non spécifié, séquelle
S91.351A	morsure ouverte du pied droit, contact initial
S91.351D	morsure ouverte du pied droit, contact subséquent
S91.351S	morsure ouverte du pied droit, séquelle
S91.352A	morsure ouverte du pied gauche, contact initial
S91.352D	morsure ouverte du pied gauche, contact subséquent
S91.352S	morsure ouverte du pied gauche, séquelle
S91.359A	morsure ouverte d'un pied non spécifié, contact initial
S91.359D	morsure ouverte d'un pied non spécifié, contact subséquent
S91.359S	morsure ouverte d'un pied non spécifié, séquelle
S92.001A	fracture non spécifiée du calcanéum droit, contact initial pour une fracture fermée
S92.001B	fracture non spécifiée du calcanéum droit, contact initial pour une fracture ouverte
S92.001D	fracture non spécifiée du calcanéum droit, contact subséquent pour une consolidation normale
S92.001G	fracture non spécifiée du calcanéum droit, contact subséquent pour une consolidation retardée
S92.001K	fracture non spécifiée du calcanéum droit, contact subséquent pour une fracture avec pseudarthrose
S92.001P	fracture non spécifiée du calcanéum droit, contact subséquent pour une fracture avec cal vicieux
S92.001S	fracture non spécifiée du calcanéum droit, séquelle
S92.002A	fracture non spécifiée du calcanéum gauche, contact initial pour une fracture fermée
S92.002B	fracture non spécifiée du calcanéum gauche, contact initial pour une fracture ouverte
S92.002D	fracture non spécifiée du calcanéum gauche, contact subséquent pour une consolidation normale
S92.002G	fracture non spécifiée du calcanéum gauche, contact subséquent pour une consolidation retardée
S92.002K	fracture non spécifiée du calcanéum gauche, contact subséquent pour une fracture avec pseudarthrose
S92.002P	fracture non spécifiée du calcanéum gauche, contact subséquent pour une fracture avec cal vicieux
S92.002S	fracture non spécifiée du calcanéum gauche, séquelle
S92.009A	fracture non spécifiée d'un calcanéum non spécifié, contact initial pour une fracture fermée
S92.009B	fracture non spécifiée d'un calcanéum non spécifié, contact initial pour une fracture ouverte
S92.009D	fracture non spécifiée d'un calcanéum non spécifié, contact subséquent pour une consolidation normale
S92.009G	fracture non spécifiée d'un calcanéum non spécifié, contact subséquent pour une consolidation retardée
S92.009K	fracture non spécifiée d'un calcanéum non spécifié, contact subséquent pour une fracture avec pseudarthrose
S92.009P	fracture non spécifiée d'un calcanéum non spécifié, contact subséquent pour une fracture avec cal vicieux
S92.009S	fracture non spécifiée d'un calcanéum non spécifié, séquelle
S92.011A	fracture du corps du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.011B	fracture du corps du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.011D	fracture du corps du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.011G	fracture du corps du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.011K	fracture du corps du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.011P	fracture du corps du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.011S	fracture du corps du calcanéum droit avec un déplacement, séquelle
S92.012A	fracture du corps du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.012B	fracture du corps du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.012D	fracture du corps du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.012G	fracture du corps du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.012K	fracture du corps du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.012P	fracture du corps du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.012S	fracture du corps du calcanéum gauche avec un déplacement, séquelle
S92.013A	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.013B	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.013D	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.013G	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.013K	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.013P	fracture du corps d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.013S	fracture du corps d'un calcanéum non spécifié avec un déplacement, séquelle
S92.014A	fracture du corps du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.014B	fracture du corps du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.014D	fracture du corps du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.014G	fracture du corps du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.014K	fracture du corps du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.014P	fracture du corps du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.014S	fracture du corps du calcanéum droit sans déplacement, séquelle
S92.015A	fracture du corps du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.015B	fracture du corps du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.015D	fracture du corps du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.015G	fracture du corps du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
S92.015K	fracture du corps du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.015P	fracture du corps du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.015S	fracture du corps du calcanéum gauche sans déplacement, séquelle
S92.016A	fracture du corps d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.016B	fracture du corps d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.016D	fracture du corps d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.016G	fracture du corps d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.016K	fracture du corps d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.016P	fracture du corps d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.016S	fracture du corps d'un calcanéum non spécifié sans déplacement, séquelle
S92.021A	fracture du processus antérieur du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.021B	fracture du processus antérieur du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.021D	fracture du processus antérieur du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.021G	fracture du processus antérieur du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.021K	fracture du processus antérieur du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.021P	fracture du processus antérieur du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.021S	fracture du processus antérieur du calcanéum droit avec un déplacement, séquelle
S92.022A	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.022B	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.022D	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.022G	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.022K	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.022P	fracture du processus antérieur du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.022S	fracture du processus antérieur du calcanéum gauche avec un déplacement, séquelle
S92.023A	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.023B	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.023D	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.023G	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.023K	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.023P	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.023S	fracture du processus antérieur d'un calcanéum non spécifié avec un déplacement, séquelle
S92.024A	fracture du processus antérieur du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.024B	fracture du processus antérieur du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.024D	fracture du processus antérieur du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.024G	fracture du processus antérieur du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.024K	fracture du processus antérieur du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.024P	fracture du processus antérieur du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.024S	fracture du processus antérieur du calcanéum droit sans déplacement, séquelle
S92.025A	fracture du processus antérieur du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.025B	fracture du processus antérieur du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.025D	fracture du processus antérieur du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.025G	fracture du processus antérieur du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
S92.025K	fracture du processus antérieur du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.025P	fracture du processus antérieur du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.025S	fracture du processus antérieur du calcanéum gauche sans déplacement, séquelle
S92.026A	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.026B	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.026D	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.026G	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.026K	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.026P	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.026S	fracture du processus antérieur d'un calcanéum non spécifié sans déplacement, séquelle
S92.031A	fracture d'avulsion de la tubérosité du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.031B	fracture d'avulsion de la tubérosité du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.031D	fracture par avulsion de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.031G	fracture par avulsion de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.031K	fracture d'avulsion de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.031P	fracture d'avulsion de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.031S	fracture d'avulsion de la tubérosité du calcanéum droit avec un déplacement, séquelle
S92.032A	fracture d'avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.032B	fracture d'avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.032D	fracture par avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.032G	fracture par avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.032K	fracture d'avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.032P	fracture d'avulsion de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.032S	fracture d'avulsion de la tubérosité du calcanéum gauche avec un déplacement, séquelle
S92.033A	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.033B	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.033D	fracture par avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.033G	fracture par avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.033K	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.033P	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.033S	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié avec un déplacement, séquelle
S92.034A	fracture d'avulsion de la tubérosité du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.034B	fracture d'avulsion de la tubérosité du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.034D	fracture par avulsion de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.034G	fracture par avulsion de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.034K	fracture d'avulsion de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.034P	fracture d'avulsion de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.034S	fracture d'avulsion de la tubérosité du calcanéum droit sans déplacement, séquelle
S92.035A	fracture d'avulsion de la tubérosité du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.035B	fracture d'avulsion de la tubérosité du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.035D	fracture par avulsion de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.035G	fracture par avulsion de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
S92.035K	fracture d'avulsion de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.035P	fracture d'avulsion de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.035S	fracture d'avulsion de la tubérosité du calcanéum gauche sans déplacement, séquelle
S92.036A	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.036B	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.036D	fracture par avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.036G	fracture par avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.036K	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.036P	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.036S	fracture d'avulsion de la tubérosité d'un calcanéum non spécifié sans déplacement, séquelle
S92.041A	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.041B	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.041D	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.041G	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.041K	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.041P	autre fracture de la tubérosité du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.041S	autre fracture de la tubérosité du calcanéum droit avec un déplacement, séquelle
S92.042A	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.042B	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.042D	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.042G	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.042K	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.042P	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.042S	autre fracture de la tubérosité du calcanéum gauche avec un déplacement, séquelle
S92.043A	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.043B	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.043D	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.043G	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.043K	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.043P	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.043S	autre fracture de la tubérosité d'un calcanéum non spécifié avec un déplacement, séquelle
S92.044A	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.044B	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.044D	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.044G	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.044K	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.044P	autre fracture de la tubérosité du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.044S	autre fracture de la tubérosité du calcanéum droit sans déplacement, séquelle
S92.045A	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.045B	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.045D	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.045G	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
S92.045K	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.045P	autre fracture de la tubérosité du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.045S	autre fracture de la tubérosité du calcanéum gauche sans déplacement, séquelle
S92.046A	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.046B	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.046D	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.046G	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.046K	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.046P	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.046S	autre fracture de la tubérosité d'un calcanéum non spécifié sans déplacement, séquelle
S92.051A	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.051B	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.051D	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.051G	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.051K	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.051P	autre fracture extra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.051S	autre fracture extra-articulaire du calcanéum droit avec un déplacement, séquelle
S92.052A	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.052B	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.052D	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.052G	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.052K	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.052P	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.052S	autre fracture extra-articulaire du calcanéum gauche avec un déplacement, séquelle
S92.053A	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.053B	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.053D	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.053G	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.053K	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.053P	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.053S	autre fracture extra-articulaire d'un calcanéum non spécifié avec un déplacement, séquelle
S92.054A	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.054B	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.054D	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.054G	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.054K	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.054P	autre fracture extra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.054S	autre fracture extra-articulaire du calcanéum droit sans déplacement, séquelle
S92.055A	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.055B	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.055D	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.055G	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
